caption,rank_0,better_rank,k,mask_used
An airplane is doing tricks and emitting smoke.,28,13,20,_ _ _ _ tricks and emitting smoke.
An airplane is doing tricks and emitting smoke.,28,19,20,An airplane _ _ _ and emitting smoke.
A fancy bathroom with his and her mirrors and sinks next to a toilette.,29,4,20,A fancy bathroom with _ _ _ _ and sinks next to a toilette.
A dog rides in a cart pulled by a man on a bike.,22,19,20,_ _ _ in a cart pulled by a man on a bike
A dog rides in a cart pulled by a man on a bike.,22,10,20,A dog rides in a cart pulled by a _ _ _ _
A dog rides in a cart pulled by a man on a bike.,22,16,20,A dog rides in a cart pulled by a man on a _
A model standing next to a scooter in the middle of a room of people,22,4,20,A model standing next to a scooter in the middle of a _ _ _
A living room is arranged so people can watch the television.,25,6,20,_ _ _ _ is arranged so people can watch the television.
A living room is arranged so people can watch the television.,25,5,20,A living room is arranged so people can watch _ _.
The bathroom has black and white checkered flooring.,24,20,20,The bathroom has _ _ _ _ flooring.
The bathroom has black and white checkered flooring.,24,14,20,The bathroom has black and white checkered _ _.
A skateboarder wearing a plaid shirt and jeans.,29,4,20,_ _ wearing a plaid shirt and jeans.
A skateboarder wearing a plaid shirt and jeans.,29,7,20,A skateboarder _ _ _ _ _ _ _ _.
A skateboarder wearing a plaid shirt and jeans.,29,8,20,A skateboarder wearing a plaid shirt and _ _.
A person sitting on a stool on the street.,25,1,20,_ _ _ on a stool on the street
A person sitting on a stool on the street.,25,16,20,A person sitting on a _ on the street
A person sitting on a stool on the street.,25,8,20,A person sitting on a stool _ _ _
A person sitting on a stool on the street.,25,20,20,A person _ _ _ stool on the street
A little boy sitting alone on a motorcycle.,24,8,20,A little boy _ _ _ on a motorcycle
A little boy sitting alone on a motorcycle.,24,17,20,A little boy sitting alone _ _ _
A cozy living room scene features easy chairs and a large television.,25,2,20,_ _ _ _ scene features easy chairs and a large television.
A cozy living room scene features easy chairs and a large television.,25,7,20,A cozy living room scene features _ _ and a large television.
A cozy living room scene features easy chairs and a large television.,25,15,20,A cozy _ _ _ features easy chairs and a large television.
An old man standing in a kitchen posing for a picture.,22,0,20,An old man _ _ _ _ posing for a picture.
A bathroom being renovated featuring a toilette and shower.,22,8,20,A bathroom being renovated _ _ _ _ _.
A skate boarder at night prepairing to skate away.,28,12,20,_ _ _ at night prepairing to skate away
A skate boarder at night prepairing to skate away.,28,16,20,A skate boarder _ _ prepairing to skate away
A skate boarder at night prepairing to skate away.,28,20,20,A skate boarder at night _ _ to skate away
A woman is taking a picture of herself in a bathroom mirror.,24,18,20,_ _ _ taking a picture of herself in a bathroom mirror.
A woman is taking a picture of herself in a bathroom mirror.,24,5,20,A woman is _ _ _ _ of herself in a bathroom mirror.
Several bikers are lined up in a parking lot.,27,19,20,_ _ _ are lined up in a parking lot
A motorcycle moves forward down an empty street.,21,14,20,_ _ _ _ down an empty street
A motorcycle moves forward down an empty street.,21,8,20,A motorcycle moves forward down _ _ _
A motorcycle moves forward down an empty street.,21,7,20,A motorcycle _ _ _ _ an empty street
A motorcycle moves forward down an empty street.,21,15,20,A motorcycle moves forward _ _ _ _ street
A beautiful new kitchen with natural wood cabinets.,25,3,20,_ _ _ _ with natural wood cabinets.
A beautiful new kitchen with natural wood cabinets.,25,10,20,A beautiful new kitchen with natural wood _ _.
"A large herd of sheep grazing in a pasture,",27,14,20,_ _ _ _ of sheep grazing in a pasture
"A large herd of sheep grazing in a pasture,",27,17,20,A large herd of sheep grazing _ _ _
A married couple preparing food in a house kitchen.,27,12,20,A married couple preparing food _ _ _ _.
A few items sit on top of a toilet in a bathroom stall.,28,14,20,_ _ _ sit on top of a toilet in a bathroom stall.
A few items sit on top of a toilet in a bathroom stall.,28,12,20,A few items sit on top of a toilet in a _ _.
A few items sit on top of a toilet in a bathroom stall.,28,14,20,A few items _ _ _ _ a toilet in a bathroom stall.
A few items sit on top of a toilet in a bathroom stall.,28,20,20,A few items sit on top of a toilet in a bathroom _.
A dog greets a sheep that is in a sheep pen.,26,20,20,_ _ _ a sheep that is in a sheep pen.
Four giraffes in a grassy plain with trees in the background.,24,5,20,_ _ _ in a grassy plain with trees in the background.
Four giraffes in a grassy plain with trees in the background.,24,11,20,Four giraffes in a _ _ _ with trees in the background.
Four giraffes in a grassy plain with trees in the background.,24,15,20,Four giraffes in a grassy plain with _ _ _ _ _.
Four giraffes in a grassy plain with trees in the background.,24,18,20,Four giraffes in a grassy plain with trees _ _ _ _ _
A small child climbs atop a large motorcycle,25,8,20,A small child _ _ a large motorcycle
A small child climbs atop a large motorcycle,25,18,20,A small child climbs atop a large _
People are waiting in a city area to board a bus.,23,20,20,People are waiting in a _ _ to board a bus.
People are waiting in a city area to board a bus.,23,20,20,People are waiting in a city area to _ _ _ _.
The view of a large bathroom with a walk in closet.,29,9,20,The view of a _ _ _ _ a walk in closet.
The view of a large bathroom with a walk in closet.,29,18,20,The view of a large bathroom with a walk in _ _.
A man getting a drink from a water fountain that is a toilet.,28,20,20,_ _ getting a drink from a water fountain that is a toilet
A man getting a drink from a water fountain that is a toilet.,28,12,20,A man getting a drink from a _ _ _ that is a toilet
Group of three motorcyclists standing in front of their motorcycles.,22,20,20,_ _ _ motorcyclists standing in front of their motorcycles.
Two bicycle riders riding in the city at night.,26,5,20,_ _ _ riding in the city at night.
Two bicycle riders riding in the city at night.,26,7,20,Two bicycle riders riding in the city _ _.
Two bicycle riders riding in the city at night.,26,16,20,Two bicycle riders riding _ _ _ _ _.
An old military jet fighter climbing in altitude.,25,10,20,An old military jet fighter _ _ _.
An old military jet fighter climbing in altitude.,25,20,20,An old military _ _ climbing in altitude.
An old military jet fighter climbing in altitude.,25,10,20,An old military jet fighter climbing _ _.
A giraffe and a zebra checking each other out.,27,9,20,A giraffe and _ _ checking each other out.
Two people riding on a moped with a bus in the next lane.,28,7,20,_ _ _ _ on a moped with a bus in the next lane.
Two people riding on a moped with a bus in the next lane.,28,14,20,Two people riding on a moped with a bus _ _ _ _.
Two people riding on a moped with a bus in the next lane.,28,2,20,Two people _ _ _ _ _ with a bus in the next lane.
The woman in the kitchen is holding a huge pan.,29,18,20,_ _ _ _ _ _ is holding a huge pan
The woman in the kitchen is holding a huge pan.,29,13,20,The woman in the kitchen _ _ _ _ _ _
The woman in the kitchen is holding a huge pan.,29,20,20,The woman _ _ _ _ is holding a huge pan
Some yellow objects are floating in red liquid in a jar.,29,6,20,_ _ _ are floating in red liquid in a jar
Some yellow objects are floating in red liquid in a jar.,29,12,20,Some yellow objects are floating in _ _ in a jar
Some dogs stick their heads out the car window.,27,8,20,_ _ stick their heads out the car window.
Some dogs stick their heads out the car window.,27,17,20,Some dogs stick their heads out the car _.
Some dogs stick their heads out the car window.,27,18,20,Some dogs _ _ _ out the car window.
Some dogs stick their heads out the car window.,27,17,20,Some dogs stick their heads _ _ _ _ _
"A long empty, minimal modern skylit home kitchen.",22,13,20,"_ _ _, minimal modern skylit home kitchen."
"A long empty, minimal modern skylit home kitchen.",22,16,20,"A long empty, minimal modern skylit _ _."
