caption,rank_0,better_rank,k,mask_used
An old military jet fighter climbing in altitude.,25,13,20,An old military jet fighter _ _ _.
An old military jet fighter climbing in altitude.,25,12,20,An old military jet fighter climbing _ _.
A model standing next to a scooter in the middle of a room of people,22,7,20,A model standing next to a scooter in the middle of a _ _ _
A skateboarder wearing a plaid shirt and jeans.,29,5,20,_ _ wearing a plaid shirt and jeans.
A skateboarder wearing a plaid shirt and jeans.,29,8,20,A skateboarder _ _ _ _ _ _ _ _.
A skateboarder wearing a plaid shirt and jeans.,29,10,20,A skateboarder wearing a plaid shirt and _ _.
People sitting under an umbrella looking at the scenery.,25,10,20,_ _ under an umbrella looking at the scenery.
A fighter jet flying through the sky with smoke coming off of it.,35,20,20,A fighter jet _ _ _ _ with smoke coming off of it.
A fighter jet flying through the sky with smoke coming off of it.,35,8,20,A fighter jet flying through the sky with _ _ _ _ _ _ _.
A fancy bathroom with his and her mirrors and sinks next to a toilette.,29,5,20,A fancy bathroom with _ _ _ _ and sinks next to a toilette.
A crowd of people get ready to board a bus in the city.,32,20,20,A crowd of people _ _ _ _ _ _ a bus in the city.
A giraffe looks down at a zebra on the field,30,18,20,A giraffe looks down at a zebra _ _ _
A room with a fir place and several baskets and a bench in the background.,31,12,20,_ _ _ a fir place and several baskets and a bench in the background.
A room with a fir place and several baskets and a bench in the background.,31,14,20,A room with a fir place and several baskets and a bench _ _ _.
A living room is arranged so people can watch the television.,25,8,20,_ _ _ _ is arranged so people can watch the television.
A living room is arranged so people can watch the television.,25,5,20,A living room is arranged so people can watch _ _.
"A clean, European toilet with toilet paper and cleaning brush.",29,7,20,"A clean, European toilet with toilet paper and _ _"
"A clean, European toilet with toilet paper and cleaning brush.",29,6,20,"A clean, European _ _ _ _ _ _ _ _ _"
The city streets are dark and deserted at night.,36,6,20,_ _ _ are dark and deserted at night
The city streets are dark and deserted at night.,36,19,20,The city streets are _ _ at night
The city streets are dark and deserted at night.,36,20,20,The city streets are dark and deserted _ _
The city streets are dark and deserted at night.,36,5,20,_ _ _ _ dark and deserted at night
Two people riding on a moped with a bus in the next lane.,28,8,20,_ _ _ _ on a moped with a bus in the next lane.
Two people riding on a moped with a bus in the next lane.,28,14,20,Two people riding on a moped with a bus _ _ _ _.
Two people riding on a moped with a bus in the next lane.,28,4,20,Two people _ _ _ _ _ with a bus in the next lane.
The woman in the kitchen is holding a huge pan.,29,16,20,The woman in the kitchen _ _ _ _ _ _
A dining table with a bowl of garlic cloves.,32,14,20,A dining table with a bowl of _ _ _
A beautiful new kitchen with natural wood cabinets.,25,4,20,_ _ _ _ with natural wood cabinets.
A beautiful new kitchen with natural wood cabinets.,25,12,20,A beautiful new kitchen with natural wood _ _.
A person sitting on a stool on the street.,25,1,20,_ _ _ on a stool on the street
A person sitting on a stool on the street.,25,9,20,A person sitting on a stool _ _ _
a cat sitting in a bathroom sink looking at the floor.,31,11,20,_ _ sitting in a bathroom sink looking at the floor.
A man getting a drink from a water fountain that is a toilet.,28,15,20,A man getting a drink from a _ _ _ that is a toilet
A BMW motor cycle parked next to shrub..,39,2,20,A BMW motor cycle _ _ _ _ _.
a night view of a street with lights from cars,34,11,20,_ _ _ of a street with lights from cars
a night view of a street with lights from cars,34,6,20,a night view _ _ _ _ with lights from cars
A motorcycle moves forward down an empty street.,21,18,20,_ _ _ _ down an empty street
A motorcycle moves forward down an empty street.,21,11,20,A motorcycle moves forward down _ _ _
A motorcycle moves forward down an empty street.,21,8,20,A motorcycle _ _ _ _ an empty street
A motorcycle moves forward down an empty street.,21,18,20,A motorcycle moves forward _ _ _ _ street
A room contains baskets and has a fireplace. ,34,10,20,A room contains baskets _ _ _ _.
A room contains baskets and has a fireplace. ,34,8,20,A room contains baskets and has _ _.
A couple on a motorcycle in front of a bus and a metermaid car,22,3,20,_ _ on a motorcycle in front of a bus and a metermaid car
A couple on a motorcycle in front of a bus and a metermaid car,22,18,20,A couple on a motorcycle in front of a bus and a _ _ _
A truck nears a stop light in rainy weather.,26,18,20,_ _ _ a stop light in rainy weather.
A truck nears a stop light in rainy weather.,26,8,20,A truck nears a stop light in _ _.
A truck nears a stop light in rainy weather.,26,15,20,A truck nears a stop light in rainy _.
This is an advanced toilet with a sink and control panel.,34,14,20,This is an advanced toilet _ _ _ _ and control panel
The view of a large bathroom with a walk in closet.,29,13,20,The view of a _ _ _ _ a walk in closet.
"A long empty, minimal modern skylit home kitchen.",22,13,20,"_ _ _, minimal modern skylit home kitchen."
"A long empty, minimal modern skylit home kitchen.",22,19,20,"A long empty, minimal modern skylit _ _."
A few items sit on top of a toilet in a bathroom stall.,28,17,20,_ _ _ sit on top of a toilet in a bathroom stall.
A few items sit on top of a toilet in a bathroom stall.,28,16,20,A few items sit on top of a toilet in a _ _.
A few items sit on top of a toilet in a bathroom stall.,28,16,20,A few items _ _ _ _ a toilet in a bathroom stall.
A small child climbs atop a large motorcycle,25,9,20,A small child _ _ a large motorcycle
Two young men walking down a runway toward an airplane.,32,15,20,Two young men _ _ _ _ toward an airplane.
A bathroom being renovated featuring a toilette and shower.,22,9,20,A bathroom being renovated _ _ _ _ _.
A giraffe and a zebra walking through an African plain.,26,16,20,A giraffe and _ _ walking through an African plain.
A giraffe and a zebra walking through an African plain.,26,12,20,A giraffe and a zebra _ _ _ an African plain.
A little boy sitting alone on a motorcycle.,24,10,20,A little boy _ _ _ on a motorcycle
Children's toy animals are strewn across a floor.,29,5,20,Children's toy animals _ _ _ _ _ _ _.
Children's toy animals are strewn across a floor.,29,17,20,Children's toy animals are strewn _ _ _ _.
"A large herd of sheep grazing in a pasture,",27,16,20,_ _ _ _ of sheep grazing in a pasture
"A large herd of sheep grazing in a pasture,",27,18,20,A large herd of sheep grazing _ _ _
A married couple preparing food in a house kitchen.,27,12,20,A married couple preparing food _ _ _ _.
Two bicycle riders riding in the city at night.,26,7,20,_ _ _ riding in the city at night.
Two bicycle riders riding in the city at night.,26,9,20,Two bicycle riders riding in the city _ _.
Two bicycle riders riding in the city at night.,26,18,20,Two bicycle riders riding _ _ _ _ _.
A dog rides in a cart pulled by a man on a bike.,22,10,20,A dog rides in a cart pulled by a _ _ _ _
A dog rides in a cart pulled by a man on a bike.,22,18,20,A dog rides in a cart pulled by a man on a _
