caption,rank_0,better_rank,k,mask_used
A woman in a white shirt is sitting at a table in a nice restaurant .,15,9,10,A woman in a white shirt _ _ _ _ _ _ in a nice restaurant .
A little baby is wearing purple pants .,12,7,10,A little baby _ _ purple pants .
A little baby is wearing purple pants .,12,6,10,A little baby is wearing _ _ .
A young female student performing a downward kick to break a board held by her Karate instructor .,22,10,10,A young female student _ _ _ _ _ _ to break a board held by her Karate instructor .
Hikers treks upward through the creek bed  stopping to catch their breath and enjoy the cool  green scenery .,15,9,10,Hikers treks upward through the creek bed stopping to catch their breath and enjoy the _ _ _.
Several men in hard hats are operating a giant pulley system .,14,4,10,Several men in _ _ are operating a giant pulley system
Someone is laying in front of the TV eating food .,23,0,10,_ _ laying in front of the TV eating food .
Someone is laying in front of the TV eating food .,23,0,10,Someone is _ _ _ _ _ the TV eating food .
A woman pushes her baby in a stroller .,21,7,10,A woman pushes her _ in a stroller .
There is a skyscraper in the distance with a man walking in front of the camera .,21,16,20,_ _ _ skyscraper in the distance with a man walking in front of the camera .
There is a skyscraper in the distance with a man walking in front of the camera .,21,18,20,There is a skyscraper in the distance with _ _ _ in front of the camera .
There is a skyscraper in the distance with a man walking in front of the camera .,21,6,20,There is a skyscraper _ _ _ with a man walking in front of the camera .
A young girl in a orange shirt shaking a hand .,25,16,20,_ _ _ in a orange shirt shaking a hand .
A young girl in a orange shirt shaking a hand .,25,19,20,A young girl in a orange shirt _ _ _ .
A young girl in a orange shirt shaking a hand .,25,19,20,A young girl in a orange shirt shaking a _ .
A man wearing a reflective vest and a hard hat holds a flag in the road,39,4,20,A man wearing _ _ _ _ _ _ _ holds a flag in the road
Two women  one in green and the other in purple  washing a sidewalk .,29,6,20,Two women one in green and the other in purple washing a _ .
A barefooted man wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup .,49,2,20,_ _ _ wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup .
A barefooted man wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup .,49,7,20,A barefooted man _ _ _ _ _ grilling hotdogs on a small propane grill while holding a blue plastic cup .
A barefooted man wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup .,49,3,20,A barefooted man wearing olive green shorts _ _ _ _ _ _ _ _ _ _ while holding a blue plastic cup .
One person is standing on a bridge at night .,29,10,20,_ _ _ is standing on a bridge at night .
One person is standing on a bridge at night .,29,1,20,One person _ _ _ a bridge at night .
One person is standing on a bridge at night .,29,7,20,One person is standing on a bridge _ _ .
The boy eats his food outside at the table .,38,18,20,The boy eats his food _ _ _ _ _ .
The boy eats his food outside at the table .,38,16,20,The boy eats his food outside at the _ .
Several bike riders compete in a competition .,32,16,20,Several bike riders _ _ a competition .
A man playing a musical instrument .,35,10,20,A man _ _ musical instrument .
A couple with their newborn baby sitting under a tree facing a lake .,21,8,20,A couple with their newborn baby sitting under a tree _ _ _ .
People are watching a person in a weird vehicle in a plaza .,21,7,20,People are watching a person in a _ _ in a plaza .
Three young men and a young woman wearing sneakers are leaping in midair at the top of a flight of concrete stairs .,22,17,20,Three young men and a young woman wearing _ are leaping in midair at the top of a flight of concrete stairs .
A person in a green outfit and helmet is swinging a baseball bat at a tennis ball in front of a fence .,41,3,20,_ _ _ _ green outfit and helmet is swinging a baseball bat at a tennis ball in front of a fence .
A person in a green outfit and helmet is swinging a baseball bat at a tennis ball in front of a fence .,41,6,20,A person in a green outfit and helmet is swinging a baseball bat at a _ _ _ in front of a fence .
A blond toddler walks in a field .,33,2,20,_ _ toddler walks in a field .
Two asian or spanish people  a woman and a man  sitting together in front of a glass window as cars pass .,36,18,20,Two asian or spanish people  _ _ _ _ _  sitting together in front of a glass window as cars pass .
Two asian or spanish people  a woman and a man  sitting together in front of a glass window as cars pass .,36,8,20,Two asian or spanish people  a woman and a man  _ _ _ _ _ _ _ _ _ _ _ _ _ .
Three dogs stand in a grassy field while a person kneels nearby .,43,13,20,Three dogs stand in a grassy field while a _ _ nearby .
A man on a bicycle watching a row of cars waiting to go through a checkpoint .,48,16,20,A man on a bicycle _ _ _ _ _ _ waiting to go through a checkpoint .
A girl breaking boards by using karate .,36,5,20,_ _ breaking boards by using karate .
A girl breaking boards by using karate .,36,16,20,A girl breaking boards _ _ _ .
An oriental man selling produce .,29,12,20,_ _ _ selling produce .
An oriental man selling produce .,29,5,20,An _ _ selling produce .
A girl with numerous bags walks on a crosswalk along with other people .,25,14,20,A girl with numerous bags _ _ _ crosswalk along with other people .
A young child playing with a toy while laying on the floor .,44,15,20,A young child playing with a toy while _ _ _ _ .
A man in a black shirt and baseball cap is applying filler to a trench in the floor .,38,17,20,A man in a _ _ _ and baseball cap is applying filler to a trench in the floor .
A boy in a red uniform is attempting to avoid getting out at home plate  while the catcher in the blue uniform is attempting to catch him .,49,15,20,A boy in a red uniform is attempting to avoid getting out at home plate while _ _ _ _ _ _ is attempting to catch him.
Person crossing a bridge in dim light .,31,1,20,_ crossing a bridge in dim light .
Person crossing a bridge in dim light .,31,1,20,Person _ a bridge in dim light .
Three men  one on a ladder  work on a roof .,32,15,20,Three men _ _ _ _ _ work on a roof .
A woman with a paddle .,43,16,20,A woman _ _ _ .
A woman with a paddle .,43,20,20,A woman with a _ .
Some young boys ride bikes in the street .,28,12,20,Some young boys ride bikes _ _ _ .
Three dogs are standing in the grass and a person is sitting next to them,48,17,20,Three dogs are standing in the grass and _ _ _ _ _ _ _
A young man holding a pole vault looks determined .,49,10,20,A young man _ _ _ _ looks determined .
A young man holding a pole vault looks determined .,49,4,20,A young man holding a _ _ looks determined .
Group of bicyclers rounding a corner with water spraying up from their wheels .,32,11,20,_ _ _ rounding a corner with water spraying up from their wheels .
A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat .,23,3,20,A samurai warrior in full black dress takes his _ _ _ _ _ _ on an outdoor training mat .
A man shaking the hand of a woman in an orange shirt sitting on a bench .,37,6,20,A man shaking the hand of a woman in an orange shirt _ _ _ _ .
At least four instrumentalists play clarinets and other instruments in a curtained room .,25,10,20,At least four instrumentalists play clarinets and other instruments _ _ _ _ _ .
At least four instrumentalists play clarinets and other instruments in a curtained room .,25,9,20,At least four instrumentalists play clarinets and other instruments in a _ _ .
A girl in karate uniform breaking a stick with a front kick .,32,5,20,_ _ _ karate uniform breaking a stick with a front kick .
A woman kayaking down a river .,30,4,20,A woman _ _ a river .
A woman kayaking down a river .,30,17,20,A woman kayaking _ _ _ .
A driver communicating on his walkie talkie .,43,14,20,A driver communicating on _ _ _ .
Child sitting down looking at train ride brochure,33,15,20,Child _ _ looking at train ride brochure
Child sitting down looking at train ride brochure,33,19,20,Child sitting down _ _ _ _ _
Dog with orange ball at feet  stands on shore shaking off water,28,10,20,Dog with orange ball at feet stands on shore _ _ _
Several firefighters stand outside of a building near their firetrucks .,22,7,20,_ _ stand outside of a building near their firetrucks .
Several firefighters stand outside of a building near their firetrucks .,22,2,20,Several firefighters _ _ _ _ _ near their firetrucks .
The man with pierced ears is wearing glasses and an orange hat .,24,2,20,_ _ _ pierced ears is wearing glasses and an orange hat .
The man with pierced ears is wearing glasses and an orange hat .,24,1,20,The man with _ _ is wearing glasses and an orange hat .
A girl going into a wooden building .,40,14,20,A girl _ _ a wooden building .
A woman in black pants napping on the couch .,24,18,20,A woman in _ _ napping on the couch .
A woman in black pants napping on the couch .,24,19,20,A woman in black pants _ _ _ _ _ .
A man wearing a green shirt and a dark colored vest is sitting at a table with a glass of water in front of him .,30,11,20,A man wearing a green shirt and a dark colored vest is sitting at a table with _ _ _ _ _ in front of him .
A man is holding his cup while he grills hotdogs .,27,1,20,_ _ _ holding his cup while he grills hotdogs .
A man is holding his cup while he grills hotdogs .,27,1,20,A man is holding his cup while _ _ _ .
An older man in a white short-sleeve shirt admiring a bush .,34,2,20,An older man in a _ _ _ _ admiring a bush .
Five people are sitting in a circle with instruments .,31,3,20,Five people are sitting in a circle _ _ _ .
two children  a girl and a boy are practicing their writing .,30,19,20,two children _ _ _ _ are practicing their writing .
two children  a girl and a boy are practicing their writing .,30,7,20,two children a girl and a boy are practicing _ _ .
two children  a girl and a boy are practicing their writing .,30,18,20,two children a girl and a boy _ _ _ _ _ _ .
A child is performing a skateboard trick while another child with a skateboard leans on a wall .,28,12,20,A child _ _ _ _ _ while another child with a skateboard leans on a wall .
A woman crouches near three dogs in a field .,21,5,20,_ _ crouches near three dogs in a field .
A woman crouches near three dogs in a field .,21,19,20,A woman _ _ three dogs in a field .
two guys jumping over a gate together,28,13,20,two guys jumping over _ _ together
two guys jumping over a gate together,28,19,20,two guys jumping over a gate _
A man in a yellow shirt  with a tall gray suitcase  sitting next to another man in a white shirt and gray pants  behind them a tall billboard for sunglasses and prescription glasses .,24,0,20,_ _ _ a yellow shirt with a tall gray suitcase sitting next to another man in a white shirt and gray pants behind them a tall billboard for sunglasses and prescription glasses
A man in a yellow shirt  with a tall gray suitcase  sitting next to another man in a white shirt and gray pants  behind them a tall billboard for sunglasses and prescription glasses .,24,2,20,A man in a yellow shirt with _ _ _ _ sitting next to another man in a white shirt and gray pants behind them a tall billboard for sunglasses and prescription glasses
A man in a yellow shirt  with a tall gray suitcase  sitting next to another man in a white shirt and gray pants  behind them a tall billboard for sunglasses and prescription glasses .,24,3,20,A man in a yellow shirt with a tall gray suitcase sitting next to _ _ _ _ _ _ _ _ behind them a tall billboard for sunglasses and prescription glasses
A girl paddling down a large river  as seen from behind her .,22,18,20,A girl _ _ a large river as seen from behind her .
A little boy skateboarder is doing a trick on his board while another young skateboarder watches .,26,19,20,A little boy skateboarder is doing a trick on his board while _ _ _ _ .
A little boy skateboarder is doing a trick on his board while another young skateboarder watches .,26,18,20,A little boy skateboarder is doing a trick on his board _ _ _ _ _ _ _ .
A man stands on boards on top of a huge ladder .,30,17,20,_ _ stands on boards on top of a huge ladder .
A man stands on boards on top of a huge ladder .,30,9,20,A man _ _ boards on top of a huge ladder .
A man stands on boards on top of a huge ladder .,30,11,20,A man stands on _ _ _ _ of a huge ladder .
A warehouse manager assisting an employee .,40,11,20,_ warehouse manager assisting an employee .
a boy in a black t-shirt and blue jeans is pushing a toy three wheeler around a small pool .,42,14,20,a boy in a black t-shirt and blue jeans is pushing a toy three wheeler around _ _ _
a boy in a black t-shirt and blue jeans is pushing a toy three wheeler around a small pool .,42,12,20,a boy in a black t-shirt and blue jeans is pushing a toy three wheeler _ _ _ _ _
Several men are sitting by a river conversing with one another while a boat drifts by them .,27,5,20,Several men are sitting by a _ _ _ _ with one another while a boat drifts by them .
Several men are sitting by a river conversing with one another while a boat drifts by them .,27,17,20,Several men are sitting by a river conversing with _ _ _ while a boat drifts by them .
Several men are sitting by a river conversing with one another while a boat drifts by them .,27,12,20,Several men are sitting by a river conversing with one another while a _ _ by them .
A young boy runs aross the street .,22,18,20,_ _ _ runs across the street .
A young boy runs aross the street .,22,4,20,A young boy _ across the street .
A young boy runs aross the street .,22,11,20,A young boy runs _ _ _ .
A young boy runs aross the street .,22,14,20,_ young boy runs across the street .
A group of boys are riding their bikes around a big pile of dirt .,35,20,20,A group of boys _ _ _ _ around a big pile of dirt .
2 kids playing on a seesaw,25,19,20,_ kids playing on a seesaw
A young female student performing a downward kick to break a board held by her Karate instructor .,22,19,20,_ _ _ student performing a downward kick to break a board held by her Karate instructor .
A young female student performing a downward kick to break a board held by her Karate instructor .,22,10,20,A young female student _ _ _ _ _ _ to break a board held by her Karate instructor .
Someone is laying in front of the TV eating food .,23,0,20,_ _ laying in front of the TV eating food .
Someone is laying in front of the TV eating food .,23,0,20,Someone is _ _ _ _ _ the TV eating food .
A woman pushes her baby in a stroller .,21,13,20,A woman _ _ baby in a stroller .
A woman pushes her baby in a stroller .,21,7,20,A woman pushes her _ in a stroller .
A man in sunglasses puts his arm around a woman .,39,20,20,A man in sunglasses puts his arm around _ _ .
