caption,rank_0,better_rank,k,mask_used
A woman cooking in her kitchen with a black pan.,43,18,20,A woman _ _ _ _ _ with a black pan
"The two planes are different in design, but flying in a similar flight pattern.",39,17,20,"The two planes are different in design, but _ _ _ _ _ _ _ _ _."
"The two planes are different in design, but flying in a similar flight pattern.",39,15,20,"The two planes are different in design, but flying in a similar _ _."
A toddler sitting on a motorcycle in a parking lot.,44,16,20,A toddler _ _ _ a motorcycle in a parking lot
A toddler sitting on a motorcycle in a parking lot.,44,19,20,A toddler sitting on a motorcycle _ _ _ _
Two men walking the tarmac of an airport.,26,20,20,Two men walking the _ of an airport.
Two men walking the tarmac of an airport.,26,12,20,Two men walking the tarmac _ _ _.
A man is sleeping with his head on a pillow.,40,14,20,_ _ sleeping with his head on a pillow
A man is sleeping with his head on a pillow.,40,17,20,A man is sleeping with his head on a _
Two people riding on a moped with a bus in the next lane.,28,19,20,Two people riding on a moped with a bus _ _ _ _
Two people riding on a moped with a bus in the next lane.,28,7,20,Two people _ _ _ _ with a bus in the next lane
A Mercedes parked next to a parking meter on a street.,41,1,20,A Mercedes parked next to _ _ _ on a street.
A skateboarder wearing a plaid shirt and jeans.,29,5,20,_ _ _ wearing a plaid shirt and jeans.
A skateboarder wearing a plaid shirt and jeans.,29,7,20,A skateboarder wearing a plaid shirt _ _.
A skateboarder wearing a plaid shirt and jeans.,29,8,20,A skateboarder _ _ _ _ _ _ _ _ _.
A young attractive woman sitting on a toilette on the side of a street.,40,8,20,_ _ _ sitting on a toilette on the side of a street.
A young attractive woman sitting on a toilette on the side of a street.,40,20,20,A young attractive woman _ _ _ _ on the side of a street.
Some yellow objects are floating in red liquid in a jar.,29,10,20,_ _ _ are floating in red liquid in a jar
Some yellow objects are floating in red liquid in a jar.,29,16,20,Some yellow objects are floating in _ _ in a jar
A model standing next to a scooter in the middle of a room of people,22,7,20,A model standing next to a scooter in the middle of _ _ _ _
A car is stopped at a red light,41,12,20,_ _ _ stopped at a red light
A car is stopped at a red light,41,14,20,_ _ is stopped at a red light
An old man standing in a kitchen posing for a picture.,22,1,20,An old man _ _ _ _ posing for a picture
A motorcycle moves forward down an empty street.,21,13,20,_ _ moves forward down an empty street.
A motorcycle moves forward down an empty street.,21,7,20,A motorcycle _ _ down an empty street.
A motorcycle moves forward down an empty street.,21,4,20,A motorcycle moves forward _ _ _ _.
A motorcycle moves forward down an empty street.,21,11,20,A motorcycle moves forward down an _ _.
Two girls and a boy point to an unbaked pizza.,46,8,20,Two girls and a boy _ _ _ _ unbaked pizza
Two girls and a boy point to an unbaked pizza.,46,15,20,Two girls and a boy point to an _ _
Two girls and a boy point to an unbaked pizza.,46,8,20,Two girls and a boy point to an unbaked _
A couple on a motorcycle in front of a bus and a metermaid car,22,3,20,_ _ on a motorcycle in front of a bus and a metermaid car
A couple on a motorcycle in front of a bus and a metermaid car,22,19,20,A couple on a motorcycle in front of a bus and a _ _ _
A couple on a motorcycle in front of a bus and a metermaid car,22,9,20,A couple _ _ _ _ in front of a bus and a metermaid car
A skateboarder is riding his skateboard at night.,33,13,20,_ _ _ is riding his skateboard at night
A skateboarder is riding his skateboard at night.,33,10,20,A skateboarder is riding his skateboard _ _
A skateboarder is riding his skateboard at night.,33,16,20,A skateboarder _ _ _ _ at night
"A large herd of sheep grazing in a pasture,",27,14,20,_ _ _ of sheep grazing in a pasture
"A large herd of sheep grazing in a pasture,",27,16,20,A large herd of sheep _ _ _ _
"A large herd of sheep grazing in a pasture,",27,19,20,A large herd of sheep grazing _ _ _
An overview picture of a street at night.,29,13,20,_ _ _ of a street at night
An overview picture of a street at night.,29,0,20,An overview picture _ _ _ at night
An overview picture of a street at night.,29,14,20,An overview picture of a street _ _
The bathroom has black and white checkered flooring.,24,16,20,The bathroom has black and white _ _.
The bathroom has black and white checkered flooring.,24,17,20,The bathroom has black and white checkered _.
A cozy living room scene features easy chairs and a large television.,25,4,20,_ _ _ _ scene features easy chairs and a large television.
A cozy living room scene features easy chairs and a large television.,25,10,20,A cozy living room scene features _ _ and a large television.
A skate boarder at night prepairing to skate away.,28,14,20,_ _ _ at night prepairing to skate away.
A skate boarder at night prepairing to skate away.,28,18,20,A skate boarder _ _ prepairing to skate away.
A woman is at her oven in a lime green kitchen.,36,7,20,_ _ _ at her oven in a lime green kitchen.
A woman is at her oven in a lime green kitchen.,36,9,20,A woman is at her _ in a lime green kitchen.
A car is parked on dry grass with kites overhead.,49,5,20,A car is parked on dry grass with _ _
A car is parked on dry grass with kites overhead.,49,8,20,A car is parked on dry grass with kites _
A truck nears a stop light in rainy weather.,26,19,20,_ _ nears a stop light in rainy weather.
A truck nears a stop light in rainy weather.,26,10,20,A truck nears a stop light in _ _.
An old military jet fighter climbing in altitude.,25,10,20,_ _ military jet fighter climbing in altitude
An old military jet fighter climbing in altitude.,25,13,20,An old military jet fighter _ _ _
An old military jet fighter climbing in altitude.,25,11,20,An old military jet fighter climbing _ _
A dining table with a bowl of garlic cloves.,32,16,20,A dining table with a bowl of _ _
A half eaten dessert cake sitting on a cake plate.,22,17,20,_ _ _ dessert cake sitting on a cake plate
A half eaten dessert cake sitting on a cake plate.,22,15,20,A half eaten dessert cake _ _ _ _ _ _
A half eaten dessert cake sitting on a cake plate.,22,15,20,A half eaten dessert cake sitting on a _ _
Children's toy animals are strewn across a floor.,29,13,20,Children's toy animals _ _ _ _ _ a floor
A young man drinking from a water fountain in the shape of a toilet.,30,10,20,A young man drinking from a _ _ in the shape of a toilet
Some toy animals on the ground near a picture,22,1,20,Some toy animals _ _ _ near a picture
Some toy animals on the ground near a picture,22,16,20,Some toy animals on the ground _ _ _
Some toy animals on the ground near a picture,22,15,20,Some toy animals on the ground near _ _
A group of motorcycle riders driving past buildings.,24,13,20,_ _ _ motorcycle riders driving past buildings.
"A long empty, minimal modern skylit home kitchen.",22,16,20,"_ _ empty, minimal modern skylit home kitchen"
"A long empty, minimal modern skylit home kitchen.",22,10,20,"A long empty, minimal modern skylit _ _"
A beautiful new kitchen with natural wood cabinets.,25,4,20,_ _ _ _ with natural wood cabinets.
A beautiful new kitchen with natural wood cabinets.,25,4,20,A _ _ _ _ with natural wood cabinets.
An airplane is doing tricks and emitting smoke.,28,16,20,_ _ _ doing tricks and emitting smoke
A married couple preparing food in a house kitchen.,27,12,20,A married couple preparing food _ _ _ _.
People sitting under an umbrella looking at the scenery.,25,10,20,_ _ under an umbrella looking at the scenery.
A man getting a drink from a water fountain that is a toilet.,28,15,20,A man getting a drink from a _ _ _ _ that is a toilet
Several people riding on the back of elephants,46,7,20,Several people _ _ _ _ _ _ _ elephants
a cat sitting in a bathroom sink looking at the floor.,31,15,20,_ _ sitting in a bathroom sink looking at the floor
"Entertainment room with rack of dvds, tv and seating area.",40,11,20,"_ _ _ with rack of dvds, tv and seating area."
A room contains baskets and has a fireplace. ,34,17,20,_ _ contains baskets and has a fireplace.
A room contains baskets and has a fireplace. ,34,14,20,A room contains baskets and _ _ _.
A room contains baskets and has a fireplace. ,34,10,20,A room contains baskets and has a _.
four urinals in a public restroom with a window,40,3,20,_ _ _ in a public restroom with a window
four urinals in a public restroom with a window,40,16,20,four urinals in a _ _ with a window
Some dogs stick their heads out the car window.,27,9,20,_ _ stick their heads out the car window
Some dogs stick their heads out the car window.,27,20,20,Some dogs _ _ _ _ out the car window
a night view of a street with lights from cars,34,11,20,_ _ _ of a street with lights from cars
The woman in the kitchen is holding a huge pan.,29,13,20,_ _ _ the kitchen is holding a huge pan
A BMW motor cycle parked next to shrub..,39,2,20,A BMW motor cycle _ _ _ _ _ _
A fancy bathroom with his and her mirrors and sinks next to a toilette.,29,5,20,A fancy bathroom with _ _ _ and sinks next to a toilette.
A woman taking a picture of herself in a bathroom.,26,18,20,A woman _ _ _ _ of herself in a bathroom.
An oven in a kitchen with a stove on top in between counter tops.,22,6,20,An oven in a kitchen with a _ on top in between counter tops
A person sitting on a stool on the street.,25,1,20,_ _ sitting on a stool on the street.
A person sitting on a stool on the street.,25,11,20,A person sitting on a stool _ _ _.
A small child climbs atop a large motorcycle,25,9,20,A small child _ _ a large motorcycle
"A clean, European toilet with toilet paper and cleaning brush.",29,8,20,"A clean, European toilet with toilet paper and _ _"
A kitchen is shown with wooden cabinets and a wooden celling.,30,2,20,_ _ _ _ with wooden cabinets and a wooden ceiling
A giraffe and a zebra checking each other out.,27,14,20,A giraffe and _ _ checking each other out.
A car is at a red light in the rain.,40,20,20,_ _ _ at a red light in the rain
A car is at a red light in the rain.,40,9,20,A car is at a red light _ _ _
A car is at a red light in the rain.,40,16,20,A car is at a red light in the _
A sign for an Italian restaurant hangs outside a building.,26,3,20,_ _ _ an Italian restaurant hangs outside a building
A sign for an Italian restaurant hangs outside a building.,26,8,20,A sign for an Italian restaurant hangs outside _ _
A little boy sitting alone on a motorcycle.,24,13,20,A little boy _ _ on a motorcycle
