caption,rank_0,better_rank,k,mask_used
A motorcycle moves forward down an empty street.,21,8,20,A motorcycle _ _ _ _ an empty street
A motorcycle moves forward down an empty street.,21,18,20,A motorcycle moves forward _ _ _ _ street
The bathroom has black and white checkered flooring.,24,16,20,The bathroom has black and white checkered _ _.
A group of scooters rides down a street,46,17,20,A group of _ _ down a street
A sign for an Italian restaurant hangs outside a building.,26,2,20,_ _ _ _ an Italian restaurant hangs outside a building
A sign for an Italian restaurant hangs outside a building.,26,8,20,A sign for an Italian restaurant hangs outside _ _
A room with a fir place and several baskets and a bench in the background.,31,14,20,_ _ _ a fir place and several baskets and a bench in the background.
A room with a fir place and several baskets and a bench in the background.,31,15,20,A room with a fir place and several baskets and a bench _ _ _.
Trees ring a cathedral with clock tower and elaborate turrets.,41,3,20,Trees ring a cathedral with _ _ and elaborate turrets.
A person sitting on a stool on the street.,25,1,20,_ _ _ on a stool on the street
A person sitting on a stool on the street.,25,11,20,A person sitting on a stool _ _ _
four urinals in a public restroom with a window,40,3,20,_ _ _ in a public restroom with a window
four urinals in a public restroom with a window,40,16,20,four urinals in a _ _ with a window
A man getting a drink from a water fountain that is a toilet.,28,15,20,A man getting a drink from a _ _ _ that is a toilet
A skateboarder wearing a plaid shirt and jeans.,29,5,20,_ _ wearing a plaid shirt and jeans.
A skateboarder wearing a plaid shirt and jeans.,29,9,20,A skateboarder _ _ _ _ _ _ _ _.
A skateboarder wearing a plaid shirt and jeans.,29,10,20,A skateboarder wearing a plaid shirt and _ _.
Several people riding on the back of elephants,46,8,20,Several people _ _ _ _ _ elephants
A married couple preparing food in a house kitchen.,27,12,20,A married couple preparing food _ _ _ _.
A woman cooking in her kitchen with a black pan.,43,18,20,A woman _ _ _ _ with a black pan
A couple on a motorcycle in front of a bus and a metermaid car,22,3,20,_ _ on a motorcycle in front of a bus and a metermaid car
A couple on a motorcycle in front of a bus and a metermaid car,22,19,20,A couple on a motorcycle in front of a bus and a _ _ _
A fighter jet flying through the sky with smoke coming off of it.,35,20,20,A fighter jet _ _ _ _ with smoke coming off of it.
A fighter jet flying through the sky with smoke coming off of it.,35,8,20,A fighter jet flying through the sky with _ _ _ _ _ _ _.
A woman is taking a picture of herself in a bathroom mirror.,24,5,20,A woman is _ _ _ _ of herself in a bathroom mirror.
A little boy sitting alone on a motorcycle.,24,12,20,A little boy _ _ _ on a motorcycle
A giraffe and a zebra walking through an African plain.,26,18,20,A giraffe and _ _ walking through an African plain.
A giraffe and a zebra walking through an African plain.,26,13,20,A giraffe and a zebra _ _ _ an African plain.
Two bicycle riders riding in the city at night.,26,7,20,_ _ _ riding in the city at night.
Two bicycle riders riding in the city at night.,26,9,20,Two bicycle riders riding in the city _ _.
Two bicycle riders riding in the city at night.,26,20,20,Two bicycle riders riding _ _ _ _ _.
A small child climbs atop a large motorcycle,25,9,20,A small child _ _ a large motorcycle
A model standing next to a scooter in the middle of a room of people,22,7,20,A model standing next to a scooter in the middle of a _ _ _
An overview picture of a street at night.,29,9,20,_ _ _ of a street at night.
An overview picture of a street at night.,29,7,20,An overview picture of a _ at night.
An overview picture of a street at night.,29,14,20,An overview picture of a street _ _.
An overview picture of a street at night.,29,19,20,_ _ _ picture of a street at night.
Some toy animals on the ground near a picture,22,1,20,Some toy animals _ _ _ near a picture
Some toy animals on the ground near a picture,22,16,20,Some toy animals on the ground _ _ _
Some toy animals on the ground near a picture,22,15,20,Some toy animals on the ground near _ _
"A long empty, minimal modern skylit home kitchen.",22,13,20,"_ _ _, minimal modern skylit home kitchen."
An old military jet fighter climbing in altitude.,25,15,20,An old military jet fighter _ _ _.
An old military jet fighter climbing in altitude.,25,13,20,An old military jet fighter climbing _ _.
The view of a large bathroom with a walk in closet.,29,16,20,The view of a _ _ _ _ a walk in closet.
a cat sitting in a bathroom sink looking at the floor.,31,11,20,_ _ sitting in a bathroom sink looking at the floor.
"An empty, clean toilet stall with a stack of toilet paper.",41,19,20,"An empty, clean toilet stall with a stack of _ _"
An airplane is doing tricks and emitting smoke.,28,14,20,_ _ _ _ tricks and emitting smoke.
A skateboarder is riding his skateboard at night.,33,4,20,_ _ is riding his skateboard at night.
A skateboarder is riding his skateboard at night.,33,8,20,A skateboarder is riding his skateboard _ _.
A skateboarder is riding his skateboard at night.,33,11,20,A skateboarder _ _ _ _ at night.
A car is parked on dry grass with kites overhead.,49,5,20,A car is parked on dry grass with _ _
A car is parked on dry grass with kites overhead.,49,13,20,A car is parked on dry grass with kites _ _
A kitchen is shown with wooden cabinets and a wooden celling.,30,3,20,_ _ _ _ with wooden cabinets and a wooden celling
A kitchen is shown with wooden cabinets and a wooden celling.,30,5,20,A kitchen _ _ _ wooden cabinets and a wooden celling
"The two planes are different in design, but flying in a similar flight pattern.",39,15,20,"The two planes are different in design, but flying in a similar _ _."
"The two planes are different in design, but flying in a similar flight pattern.",39,16,20,"The two planes are different in design, but _ _ _ _ _ _ _."
The city streets are dark and deserted at night.,36,7,20,_ _ _ are dark and deserted at night
The city streets are dark and deserted at night.,36,6,20,_ _ _ _ dark and deserted at night
Some dogs stick their heads out the car window.,27,9,20,_ _ stick their heads out the car window.
Some dogs stick their heads out the car window.,27,17,20,Some dogs stick their heads out the car _.
Some dogs stick their heads out the car window.,27,20,20,Some dogs _ _ _ out the car window.
Two old photos with women in a kitchen.,31,14,20,Two old photos with women _ _ _
Two old photos with women in a kitchen.,31,17,20,Two old photos with women in a _
A half eaten dessert cake sitting on a cake plate.,22,17,20,_ _ _ dessert cake sitting on a cake plate
A half eaten dessert cake sitting on a cake plate.,22,15,20,A half eaten dessert cake _ _ _ _ _ _ _
A half eaten dessert cake sitting on a cake plate.,22,15,20,A half eaten dessert cake sitting on a _ _
A truck nears a stop light in rainy weather.,26,20,20,_ _ _ a stop light in rainy weather.
A truck nears a stop light in rainy weather.,26,10,20,A truck nears a stop light in _ _.
A truck nears a stop light in rainy weather.,26,15,20,A truck nears a stop light in rainy _.
This is an advanced toilet with a sink and control panel.,34,14,20,This is an advanced toilet _ _ _ _ and control panel
A car is at a red light in the rain.,40,18,20,_ _ _ at a red light in the rain.
A car is at a red light in the rain.,40,6,20,A car is at a red light _ _ _.
A car is at a red light in the rain.,40,11,20,A car is at a red light in the _.
A dining table with a bowl of garlic cloves.,32,15,20,A dining table with a bowl of _ _ _
