caption,rank_0,better_rank,k,mask_used
A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and spectators look on .,16,3,10,A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and _ _ .
A child playing on a rope net .,14,7,10,A child _ _ a rope net .
A child playing on a rope net .,14,6,10,A child playing on a _ _ .
Two men sitting on a bench in front of a sign with a picture of man and a lady .,13,3,10,_ _ sitting on a bench in front of a sign with a picture of man and a lady .
Two men sitting on a bench in front of a sign with a picture of man and a lady .,13,1,10,Two men _ _ _ _ in front of a sign with a picture of man and a lady .
Two men sitting on a bench in front of a sign with a picture of man and a lady .,13,10,10,Two men sitting on a bench in front of a sign with a picture of _ _ _ _ _ .
A young man sits on the floor by the television with a fast food meal in front of him .,11,0,10,_ _ _ sits on the floor by the television with a fast food meal in front of him .
A young man sits on the floor by the television with a fast food meal in front of him .,11,6,10,A young man sits on the floor by the television _ _ _ _ _ _ _ _ _ .
A young man sits on the floor by the television with a fast food meal in front of him .,11,9,10,A young man sits on the floor by the television with a fast food meal _ _ _ _ _ .
Couple with a baby sit outdoors next to their stroller .,15,2,10,Couple with a baby sit outdoors _ _ _ _ .
Couple with a baby sit outdoors next to their stroller .,15,3,10,_ _ _ _ sit outdoors next to their _ .
Hikers treks upward through the creek bed  stopping to catch their breath and enjoy the cool  green scenery .,15,7,10,Hikers treks upward through the creek bed stopping to catch their breath and enjoy the _ _ _.
A person standing on a frozen lake .,11,5,10,_ _ standing on a frozen lake .
A person standing on a frozen lake .,11,10,10,A person standing on _ _ _ .
A balding man wearing a red life jacket is sitting in a small boat .,12,5,10,A balding man _ _ _ _ _ is sitting in a small boat .
A balding man wearing a red life jacket is sitting in a small boat .,12,9,10,A balding man wearing a red life jacket _ _ _ _ _ _ _ .
A balding man wearing a red life jacket is sitting in a small boat .,12,9,10,A balding man wearing a red life jacket is sitting in a _ _ .
People gathered in a room to talk about their favorite tunes .,13,3,10,_ gathered in a room to talk about their favorite tunes .
People gathered in a room to talk about their favorite tunes .,13,1,10,People gathered _ _ _ to talk about their favorite tunes .
A young girl on a train reads a book about train rides .,15,7,10,A young girl _ _ _ reads a book about train rides .
Several men in hard hats are operating a giant pulley system .,14,2,10,Several men in _ _ are operating a giant pulley system
A group of people picnicking at picnic tables in front of a playground .,12,8,10,A group of people picnicking at picnic tables _ _ _ _ _ .
A group of snowmobile riders gather in the snow .,17,5,10,A group of _ _ gather in the snow .
A group of snowmobile riders gather in the snow .,17,5,10,A group of snowmobile riders _ _ _ _ .
A group of snowmobile riders gather in the snow .,17,8,10,A group of snowmobile riders gather in the _ .
Some women are standing in front of a bus with buildings behind it .,13,6,10,_ _ are standing in front of a bus with buildings behind it .
Some women are standing in front of a bus with buildings behind it .,13,3,10,Some women are standing in front of _ _ _ _ buildings behind it .
The young gymnast 's supple body soars above the balance beam .,16,10,10,_ _ _ 's supple body soars above the balance beam .
The young gymnast 's supple body soars above the balance beam .,16,9,10,The young gymnast 's _ _ soars above the balance beam .
A man with a badge is standing on a wood floor next to a structure .,17,3,10,_ _ _ a badge is standing on a wood floor next to a structure .
A man with a badge is standing on a wood floor next to a structure .,17,5,10,A man with _ _ _ standing on a wood floor next to a structure .
A man with a badge is standing on a wood floor next to a structure .,17,6,10,A man with a badge is standing on a wood floor next to _ _ .
A dog leaps to catch a ball in a field .,15,4,10,_ _ leaps to catch a ball in a field .
A dog leaps to catch a ball in a field .,15,6,10,A dog leaps to catch a ball _ _ _ .
A woman in a white shirt is sitting at a table in a nice restaurant .,15,5,10,A woman in a _ _ is sitting at a table in a nice restaurant .
A woman in a white shirt is sitting at a table in a nice restaurant .,15,7,10,A woman in a white shirt _ _ _ _ _ _ in a nice restaurant .
Four people are jumping from the top of a flight of stairs .,17,4,10,_ _ _ jumping from the top of a flight of stairs .
Four people are jumping from the top of a flight of stairs .,17,10,10,Four people are _ _ _ _ _ _ _ _ _ _ _ _ .
Four people are jumping from the top of a flight of stairs .,17,3,10,_ _ _ _ are jumping from the top of a flight of stairs .
The white and brown dog is running over the surface of the snow .,12,5,10,_ _ _ _ dog is running over the surface of the snow .
